-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1984 through 12/31/2022 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS                     MERRA-2 Surface Pressure (kPa) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
WS2M                   MERRA-2 Wind Speed at 2 Meters (m/s) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C) 
GWETTOP                MERRA-2 Surface Soil Wetness (1) 
GWETPROF               MERRA-2 Profile Soil Moisture (1) 
GWETROOT               MERRA-2 Root Zone Soil Wetness (1) 
CLOUD_AMT              CERES SYN1deg Cloud Amount (%) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT     CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
-END HEADER-
PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
WS10M,1989,46.75,-87.25,6.57,7.32,5.42,4.27,3.56,3.46,2.54,3.54,4.52,5.42,6.73,6.46,4.97
WS10M,1989,46.75,-87.75,5.66,6.48,4.86,3.89,3.29,3.17,2.34,3.26,4.05,4.74,5.76,5.54,4.41
WS10M,1989,46.75,-88.25,4.77,5.61,4.33,3.5,3.01,2.84,2.17,2.9,3.56,4.03,4.78,4.54,3.83
WS10M,1989,47.25,-83.75,3.21,3.29,3.0,2.38,2.34,2.05,1.77,1.82,2.36,2.59,2.9,2.37,2.5
WS10M,1989,47.25,-84.25,3.94,4.02,3.49,2.7,2.51,2.18,1.82,2.03,2.68,3.09,3.63,3.06,2.92
WS10M,1989,47.25,-84.75,5.6,5.81,4.51,3.45,3.07,2.62,2.1,2.67,3.72,4.44,5.61,4.72,4.01
WS10M,1989,47.25,-85.25,7.22,7.63,5.58,4.26,3.75,3.22,2.47,3.39,4.84,5.84,7.53,6.41,5.16
WS10M,1989,47.25,-85.75,8.25,8.85,6.38,4.93,4.32,3.84,2.84,3.97,5.63,6.81,8.69,7.56,5.99
WS10M,1989,47.25,-86.25,8.58,9.31,6.75,5.38,4.55,4.34,3.11,4.35,5.86,7.14,9.0,8.05,6.35
WS10M,1989,47.25,-86.75,8.66,9.54,6.94,5.62,4.58,4.66,3.22,4.6,5.94,7.22,9.09,8.36,6.52
WS10M,1989,47.25,-87.25,8.35,9.37,6.81,5.58,4.45,4.71,3.18,4.68,5.88,6.99,8.78,8.23,6.39
WS10M,1989,47.25,-87.75,7.67,8.79,6.42,5.32,4.28,4.55,3.08,4.55,5.65,6.48,8.08,7.6,6.02
WS10M,1989,47.25,-88.25,6.86,8.06,5.89,4.96,4.04,4.23,2.94,4.24,5.29,5.82,7.19,6.73,5.5
WS10M,1989,47.75,-83.75,3.09,3.22,2.95,2.27,2.35,2.1,1.81,1.89,2.41,2.63,2.86,2.31,2.49
WS10M,1989,47.75,-84.25,3.51,3.63,3.27,2.55,2.47,2.26,1.88,2.04,2.64,2.93,3.21,2.69,2.75
WS10M,1989,47.75,-84.75,4.49,4.74,3.9,3.06,2.74,2.53,1.98,2.39,3.26,3.7,4.35,3.71,3.39
WS10M,1989,47.75,-85.25,5.67,6.1,4.66,3.71,3.17,2.95,2.17,2.87,4.06,4.7,5.79,4.97,4.22
WS10M,1989,47.75,-85.75,6.82,7.45,5.46,4.43,3.69,3.53,2.48,3.44,4.88,5.73,7.16,6.2,5.09
WS10M,1989,47.75,-86.25,7.82,8.63,6.27,5.17,4.19,4.2,2.94,4.09,5.53,6.62,8.24,7.29,5.9
WS10M,1989,47.75,-86.75,8.46,9.39,6.89,5.66,4.49,4.7,3.25,4.59,5.98,7.13,8.86,8.1,6.44
WS10M,1989,47.75,-87.25,8.59,9.59,7.06,5.82,4.58,4.95,3.38,4.82,6.19,7.16,8.95,8.36,6.6
WS10M,1989,47.75,-87.75,8.34,9.38,6.85,5.73,4.51,4.97,3.37,4.81,6.19,6.86,8.66,8.2,6.47
WS10M,1989,47.75,-88.25,7.88,8.94,6.41,5.48,4.29,4.74,3.26,4.59,6.0,6.36,8.14,7.76,6.13
WS10M,1989,48.25,-83.75,2.88,3.05,2.82,2.16,2.3,2.08,1.82,1.93,2.42,2.62,2.71,2.2,2.41
WS10M,1989,48.25,-84.25,3.06,3.2,2.99,2.35,2.4,2.26,1.91,2.06,2.61,2.8,2.86,2.33,2.56
WS10M,1989,48.25,-84.75,3.31,3.45,3.15,2.53,2.43,2.33,1.89,2.12,2.76,2.98,3.14,2.61,2.72
WS10M,1989,48.25,-85.25,3.68,3.86,3.36,2.78,2.51,2.44,1.89,2.24,2.98,3.25,3.58,3.03,2.96
WS10M,1989,48.25,-85.75,4.47,4.77,3.89,3.29,2.79,2.76,2.06,2.58,3.49,3.89,4.49,3.89,3.52
WS10M,1989,48.25,-86.25,6.28,6.85,5.24,4.35,3.47,3.53,2.61,3.43,4.64,5.38,6.41,5.74,4.81
WS10M,1989,48.25,-86.75,7.68,8.38,6.33,5.17,4.04,4.26,3.06,4.17,5.68,6.5,7.86,7.24,5.84
WS10M,1989,48.25,-87.25,8.06,8.79,6.61,5.33,4.18,4.48,3.16,4.34,5.92,6.64,8.2,7.74,6.1
WS10M,1989,48.25,-87.75,7.89,8.59,6.35,5.14,4.02,4.37,3.08,4.18,5.75,6.26,7.96,7.67,5.92
WS10M,1989,48.25,-88.25,7.32,7.95,5.75,4.75,3.69,4.0,2.91,3.81,5.31,5.58,7.29,7.17,5.44
WS10M,1990,46.25,-83.75,4.65,4.67,4.13,4.14,3.25,3.28,2.75,2.79,3.4,3.88,4.71,5.07,3.89
WS10M,1990,46.25,-84.25,5.0,5.0,4.33,4.3,3.27,3.42,2.84,2.95,3.47,4.02,4.88,5.22,4.05
WS10M,1990,46.25,-84.75,5.14,5.1,4.27,4.21,3.13,3.29,2.72,2.92,3.41,4.06,4.96,5.3,4.04
WS10M,1990,46.25,-85.25,5.15,5.14,4.18,4.2,3.09,3.25,2.69,2.93,3.39,4.1,4.97,5.29,4.02
WS10M,1990,46.25,-85.75,5.22,5.28,4.25,4.48,3.31,3.54,2.91,3.16,3.56,4.3,5.07,5.34,4.19
WS10M,1990,46.25,-86.25,5.62,5.77,4.68,5.2,3.89,4.27,3.48,3.69,4.09,4.88,5.54,5.77,4.73
WS10M,1990,46.25,-86.75,5.06,5.18,4.1,4.24,3.1,3.26,2.69,2.88,3.37,4.05,4.67,5.07,3.96
WS10M,1990,46.25,-87.25,4.41,4.53,3.66,3.64,2.67,2.77,2.26,2.41,2.82,3.38,3.94,4.32,3.39
WS10M,1990,46.25,-87.75,3.93,4.04,3.43,3.3,2.45,2.52,2.04,2.14,2.45,2.91,3.44,3.75,3.03
WS10M,1990,46.25,-88.25,3.71,3.81,3.39,3.12,2.35,2.39,1.94,2.0,2.26,2.67,3.19,3.45,2.85
WS10M,1990,46.75,-83.75,3.39,3.55,3.29,3.23,2.55,2.47,2.07,2.06,2.34,2.66,3.18,3.4,2.84
WS10M,1990,46.75,-84.25,4.19,4.2,3.79,3.68,2.8,2.81,2.32,2.35,2.8,3.3,4.03,4.29,3.38
WS10M,1990,46.75,-84.75,5.32,5.17,4.43,4.3,3.14,3.21,2.59,2.72,3.42,4.15,5.18,5.51,4.09
WS10M,1990,46.75,-85.25,6.17,5.99,4.96,4.88,3.5,3.61,2.87,3.1,3.95,4.79,6.04,6.4,4.68
WS10M,1990,46.75,-85.75,6.64,6.56,5.32,5.37,3.84,4.02,3.18,3.44,4.34,5.19,6.5,6.88,5.09
WS10M,1990,46.75,-86.25,7.11,7.12,5.68,5.79,4.18,4.45,3.52,3.77,4.79,5.66,6.98,7.39,5.52
WS10M,1990,46.75,-86.75,7.23,7.21,5.72,5.59,4.07,4.29,3.4,3.71,4.79,5.77,7.01,7.5,5.51
WS10M,1990,46.75,-87.25,6.71,6.71,5.42,5.13,3.8,3.97,3.18,3.5,4.41,5.38,6.49,6.97,5.13
WS10M,1990,46.75,-87.75,5.86,5.93,4.96,4.57,3.5,3.6,2.9,3.18,3.86,4.69,5.65,6.06,4.55
WS10M,1990,46.75,-88.25,5.03,5.18,4.49,4.05,3.22,3.21,2.6,2.84,3.31,3.96,4.8,5.13,3.98
WS10M,1990,47.25,-83.75,3.21,3.37,3.16,3.09,2.52,2.38,1.97,2.0,2.22,2.47,2.97,3.12,2.7
WS10M,1990,47.25,-84.25,3.9,3.96,3.66,3.46,2.72,2.55,2.11,2.19,2.58,2.99,3.68,3.96,3.14
WS10M,1990,47.25,-84.75,5.59,5.44,4.71,4.44,3.33,3.19,2.54,2.79,3.59,4.33,5.41,5.89,4.26
WS10M,1990,47.25,-85.25,7.26,6.97,5.81,5.52,4.07,3.97,3.11,3.5,4.69,5.69,7.14,7.74,5.44
WS10M,1990,47.25,-85.75,8.34,8.04,6.65,6.33,4.71,4.65,3.66,4.06,5.47,6.6,8.25,8.87,6.29
WS10M,1990,47.25,-86.25,8.69,8.47,7.08,6.65,5.05,5.07,4.01,4.32,5.78,6.97,8.6,9.19,6.64
WS10M,1990,47.25,-86.75,8.73,8.55,7.25,6.62,5.14,5.25,4.13,4.44,5.87,7.14,8.7,9.28,6.74
WS10M,1990,47.25,-87.25,8.41,8.3,7.1,6.35,5.03,5.14,4.11,4.46,5.72,6.98,8.44,9.06,6.58
WS10M,1990,47.25,-87.75,7.76,7.77,6.7,5.94,4.85,4.89,3.96,4.36,5.37,6.49,7.84,8.44,6.19
WS10M,1990,47.25,-88.25,6.99,7.15,6.2,5.5,4.6,4.51,3.67,4.14,4.91,5.81,7.08,7.65,5.67
WS10M,1990,47.75,-83.75,3.12,3.33,3.07,3.06,2.52,2.38,1.95,2.06,2.24,2.47,2.95,3.07,2.68
WS10M,1990,47.75,-84.25,3.48,3.68,3.42,3.28,2.71,2.49,2.07,2.23,2.49,2.77,3.3,3.52,2.95
WS10M,1990,47.75,-84.75,4.45,4.54,4.06,3.81,3.08,2.81,2.29,2.56,3.09,3.56,4.31,4.7,3.6
WS10M,1990,47.75,-85.25,5.66,5.6,4.91,4.52,3.59,3.32,2.67,3.01,3.86,4.59,5.59,6.1,4.44
WS10M,1990,47.75,-85.75,6.87,6.68,5.88,5.32,4.18,3.99,3.18,3.51,4.64,5.62,6.86,7.39,5.33
WS10M,1990,47.75,-86.25,7.89,7.7,6.95,6.09,4.74,4.74,3.77,4.0,5.28,6.5,7.93,8.4,6.16
WS10M,1990,47.75,-86.75,8.45,8.34,7.58,6.46,5.09,5.23,4.16,4.37,5.72,6.98,8.53,9.1,6.66
WS10M,1990,47.75,-87.25,8.51,8.5,7.7,6.48,5.21,5.33,4.31,4.58,5.85,7.03,8.63,9.31,6.77
WS10M,1990,47.75,-87.75,8.23,8.34,7.46,6.32,5.15,5.15,4.25,4.64,5.74,6.8,8.38,9.13,6.62
WS10M,1990,47.75,-88.25,7.74,8.0,7.03,6.04,4.94,4.76,3.98,4.55,5.46,6.4,7.93,8.71,6.28
WS10M,1990,48.25,-83.75,2.92,3.2,2.85,2.94,2.45,2.3,1.91,2.05,2.22,2.41,2.82,2.94,2.58
WS10M,1990,48.25,-84.25,3.02,3.34,3.04,3.06,2.6,2.43,2.04,2.21,2.41,2.58,2.99,3.1,2.73
WS10M,1990,48.25,-84.75,3.24,3.5,3.26,3.15,2.7,2.49,2.1,2.29,2.55,2.78,3.24,3.37,2.88
WS10M,1990,48.25,-85.25,3.61,3.78,3.57,3.31,2.82,2.61,2.19,2.39,2.75,3.09,3.64,3.79,3.12
WS10M,1990,48.25,-85.75,4.4,4.5,4.25,3.81,3.15,3.0,2.48,2.69,3.22,3.76,4.49,4.67,3.7
WS10M,1990,48.25,-86.25,6.13,6.24,5.76,4.99,3.9,3.94,3.21,3.43,4.3,5.2,6.35,6.6,5.0
WS10M,1990,48.25,-86.75,7.44,7.59,6.93,5.88,4.56,4.72,3.84,4.13,5.25,6.26,7.7,8.15,6.03
WS10M,1990,48.25,-87.25,7.79,7.97,7.24,6.08,4.71,4.82,3.96,4.32,5.46,6.47,8.02,8.61,6.28
WS10M,1990,48.25,-87.75,7.59,7.83,7.0,5.88,4.54,4.49,3.77,4.22,5.25,6.24,7.76,8.45,6.07
WS10M,1990,48.25,-88.25,6.97,7.29,6.38,5.4,4.18,3.96,3.39,3.94,4.8,5.74,7.1,7.84,5.57
WS10M,1991,46.25,-83.75,4.84,4.41,4.59,3.94,3.09,2.8,2.97,2.87,3.8,4.07,4.61,4.36,3.86
WS10M,1991,46.25,-84.25,5.06,4.7,4.7,4.08,3.2,2.9,3.06,3.02,3.97,4.25,4.76,4.47,4.01
WS10M,1991,46.25,-84.75,5.22,4.79,4.64,4.0,3.09,2.8,2.96,2.98,3.95,4.27,4.86,4.6,4.01
WS10M,1991,46.25,-85.25,5.26,4.83,4.63,3.98,3.03,2.77,2.91,2.99,3.94,4.25,4.89,4.64,4.01
WS10M,1991,46.25,-85.75,5.29,5.0,4.87,4.25,3.23,3.0,3.08,3.23,4.11,4.38,4.98,4.66,4.17
WS10M,1991,46.25,-86.25,5.61,5.48,5.5,4.92,3.81,3.58,3.55,3.82,4.66,4.9,5.42,4.96,4.68
WS10M,1991,46.25,-86.75,5.11,4.86,4.74,4.04,3.05,2.77,2.73,3.06,3.77,4.02,4.64,4.49,3.94
WS10M,1991,46.25,-87.25,4.43,4.29,4.07,3.45,2.65,2.36,2.29,2.6,3.14,3.36,3.93,3.88,3.37
WS10M,1991,46.25,-87.75,3.88,3.9,3.61,3.11,2.44,2.15,2.09,2.32,2.74,2.92,3.42,3.36,2.99
WS10M,1991,46.25,-88.25,3.58,3.71,3.4,2.93,2.34,2.06,2.01,2.14,2.54,2.69,3.16,3.06,2.8
WS10M,1991,46.75,-83.75,3.25,3.16,3.51,3.18,2.49,2.2,2.21,2.11,2.62,2.9,3.11,2.91,2.8
WS10M,1991,46.75,-84.25,4.12,3.76,3.99,3.54,2.77,2.43,2.51,2.46,3.23,3.55,3.89,3.64,3.32
WS10M,1991,46.75,-84.75,5.41,4.64,4.55,3.98,3.09,2.72,2.86,2.95,4.07,4.43,5.03,4.71,4.03
WS10M,1991,46.75,-85.25,6.38,5.44,5.07,4.44,3.43,3.03,3.18,3.39,4.73,5.1,5.91,5.53,4.63
WS10M,1991,46.75,-85.75,6.89,6.06,5.57,4.89,3.77,3.36,3.46,3.75,5.14,5.49,6.42,5.99,5.06
WS10M,1991,46.75,-86.25,7.38,6.61,6.18,5.36,4.18,3.69,3.75,4.12,5.54,5.89,6.93,6.5,5.5
WS10M,1991,46.75,-86.75,7.56,6.65,6.22,5.22,4.15,3.54,3.66,4.06,5.56,5.89,7.07,6.76,5.52
WS10M,1991,46.75,-87.25,7.05,6.21,5.76,4.8,3.94,3.29,3.44,3.81,5.16,5.46,6.59,6.36,5.15
WS10M,1991,46.75,-87.75,6.15,5.52,5.11,4.29,3.62,3.01,3.16,3.44,4.54,4.79,5.76,5.53,4.57
WS10M,1991,46.75,-88.25,5.23,4.84,4.48,3.82,3.27,2.76,2.87,3.01,3.88,4.09,4.9,4.65,3.98
WS10M,1991,47.25,-83.75,2.99,2.97,3.22,3.06,2.5,2.14,2.11,2.0,2.43,2.74,2.94,2.85,2.66
WS10M,1991,47.25,-84.25,3.8,3.46,3.71,3.37,2.68,2.27,2.3,2.23,2.9,3.25,3.62,3.51,3.09
WS10M,1991,47.25,-84.75,5.74,4.73,4.71,4.1,3.26,2.74,2.88,2.97,4.25,4.65,5.41,5.12,4.21
WS10M,1991,47.25,-85.25,7.63,6.11,5.77,4.95,3.95,3.35,3.58,3.82,5.64,6.06,7.23,6.73,5.4
WS10M,1991,47.25,-85.75,8.82,7.18,6.62,5.68,4.56,3.92,4.16,4.48,6.58,6.97,8.42,7.78,6.26
WS10M,1991,47.25,-86.25,9.17,7.72,7.19,6.11,4.99,4.27,4.45,4.77,6.86,7.19,8.79,8.16,6.63
WS10M,1991,47.25,-86.75,9.28,7.87,7.43,6.18,5.23,4.38,4.63,4.86,7.02,7.29,8.92,8.39,6.78
WS10M,1991,47.25,-87.25,9.01,7.64,7.22,5.97,5.25,4.31,4.63,4.81,6.93,7.18,8.75,8.27,6.66
WS10M,1991,47.25,-87.75,8.36,7.1,6.72,5.62,5.09,4.18,4.5,4.6,6.54,6.81,8.22,7.72,6.28
WS10M,1991,47.25,-88.25,7.56,6.44,6.1,5.18,4.77,3.98,4.26,4.25,5.93,6.22,7.51,6.97,5.76
WS10M,1991,47.75,-83.75,2.88,2.98,3.03,2.98,2.54,2.16,2.14,1.97,2.41,2.66,2.95,2.9,2.63
WS10M,1991,47.75,-84.25,3.27,3.25,3.4,3.23,2.72,2.3,2.27,2.14,2.68,2.94,3.33,3.27,2.9
WS10M,1991,47.75,-84.75,4.43,3.94,4.06,3.64,3.03,2.54,2.57,2.53,3.47,3.73,4.39,4.22,3.54
WS10M,1991,47.75,-85.25,5.85,4.87,4.85,4.18,3.47,2.92,3.03,3.1,4.51,4.74,5.73,5.39,4.38
WS10M,1991,47.75,-85.75,7.2,5.89,5.7,4.83,4.05,3.44,3.59,3.74,5.57,5.75,7.04,6.52,5.27
WS10M,1991,47.75,-86.25,8.29,6.91,6.61,5.55,4.74,4.07,4.16,4.34,6.45,6.61,8.08,7.51,6.1
WS10M,1991,47.75,-86.75,8.92,7.57,7.23,5.97,5.23,4.5,4.62,4.72,7.03,7.23,8.78,8.25,6.66
WS10M,1991,47.75,-87.25,9.02,7.7,7.33,6.02,5.45,4.66,4.84,4.84,7.21,7.49,9.05,8.5,6.84
WS10M,1991,47.75,-87.75,8.75,7.45,7.09,5.86,5.43,4.63,4.84,4.77,7.07,7.43,8.95,8.37,6.71
WS10M,1991,47.75,-88.25,8.31,6.97,6.64,5.53,5.17,4.42,4.66,4.54,6.67,7.1,8.6,8.03,6.38
WS10M,1991,48.25,-83.75,2.72,2.89,2.79,2.84,2.47,2.14,2.14,1.93,2.37,2.46,2.84,2.78,2.53
WS10M,1991,48.25,-84.25,2.83,2.99,2.97,3.0,2.64,2.29,2.25,2.05,2.54,2.6,3.02,2.92,2.67
WS10M,1991,48.25,-84.75,3.11,3.09,3.15,3.09,2.69,2.35,2.3,2.15,2.72,2.76,3.29,3.14,2.82
WS10M,1991,48.25,-85.25,3.55,3.31,3.42,3.22,2.78,2.43,2.4,2.3,3.04,3.07,3.69,3.48,3.05
WS10M,1991,48.25,-85.75,4.44,3.93,4.02,3.61,3.1,2.72,2.69,2.7,3.73,3.79,4.54,4.26,3.63
WS10M,1991,48.25,-86.25,6.38,5.46,5.31,4.54,3.95,3.47,3.41,3.57,5.23,5.39,6.42,6.05,4.93
WS10M,1991,48.25,-86.75,7.76,6.63,6.35,5.27,4.67,4.14,4.11,4.31,6.47,6.77,7.95,7.48,5.99
WS10M,1991,48.25,-87.25,8.09,6.92,6.64,5.38,4.85,4.3,4.3,4.44,6.78,7.18,8.42,7.91,6.26
WS10M,1991,48.25,-87.75,7.88,6.69,6.46,5.15,4.68,4.12,4.18,4.25,6.54,6.98,8.28,7.81,6.08
WS10M,1991,48.25,-88.25,7.28,6.09,5.92,4.7,4.26,3.74,3.85,3.89,5.95,6.36,7.68,7.29,5.58
WS10M,1992,46.25,-83.75,4.23,4.25,4.02,3.38,3.17,3.01,2.88,3.2,3.84,3.43,4.2,4.73,3.69
WS10M,1992,46.25,-84.25,4.44,4.36,4.13,3.6,3.35,3.06,2.92,3.38,3.94,3.56,4.29,4.87,3.82
WS10M,1992,46.25,-84.75,4.63,4.35,4.1,3.61,3.34,2.91,2.82,3.3,3.87,3.62,4.37,5.01,3.83
WS10M,1992,46.25,-85.25,4.75,4.3,4.05,3.65,3.41,2.85,2.81,3.25,3.87,3.67,4.38,5.04,3.84
WS10M,1992,46.25,-85.75,4.9,4.37,4.17,3.91,3.74,3.03,3.03,3.42,4.16,3.83,4.42,5.08,4.0
WS10M,1992,46.25,-86.25,5.3,4.8,4.66,4.53,4.45,3.54,3.59,3.96,4.88,4.29,4.79,5.47,4.52
WS10M,1992,46.25,-86.75,4.79,4.44,4.17,3.76,3.53,2.76,2.76,3.12,3.93,3.56,4.16,4.84,3.82
WS10M,1992,46.25,-87.25,4.11,3.86,3.63,3.23,3.01,2.35,2.34,2.6,3.28,2.98,3.47,4.09,3.24
WS10M,1992,46.25,-87.75,3.56,3.38,3.15,2.9,2.73,2.15,2.13,2.29,2.86,2.56,2.94,3.48,2.84
WS10M,1992,46.25,-88.25,3.29,3.13,2.84,2.71,2.58,2.05,2.03,2.11,2.64,2.34,2.65,3.15,2.63
WS10M,1992,46.75,-83.75,2.88,3.11,3.08,2.71,2.62,2.28,2.11,2.26,2.79,2.28,2.77,3.09,2.66
WS10M,1992,46.75,-84.25,3.63,3.64,3.47,3.11,3.02,2.52,2.41,2.67,3.4,2.85,3.45,3.92,3.17
WS10M,1992,46.75,-84.75,4.71,4.4,4.05,3.63,3.54,2.81,2.8,3.15,4.18,3.65,4.45,5.12,3.87
WS10M,1992,46.75,-85.25,5.55,5.04,4.59,4.11,4.04,3.11,3.19,3.58,4.83,4.27,5.2,6.02,4.46
WS10M,1992,46.75,-85.75,6.06,5.49,5.03,4.52,4.47,3.42,3.53,3.93,5.3,4.65,5.61,6.51,4.88
WS10M,1992,46.75,-86.25,6.56,6.0,5.55,4.92,4.86,3.77,3.85,4.29,5.82,5.04,6.08,7.06,5.32
WS10M,1992,46.75,-86.75,6.71,6.22,5.71,4.92,4.63,3.68,3.71,4.17,5.78,5.06,6.24,7.24,5.34
WS10M,1992,46.75,-87.25,6.21,5.76,5.32,4.6,4.21,3.44,3.48,3.87,5.34,4.7,5.76,6.69,4.95
WS10M,1992,46.75,-87.75,5.38,4.98,4.62,4.12,3.77,3.16,3.2,3.46,4.69,4.11,4.93,5.73,4.34
WS10M,1992,46.75,-88.25,4.56,4.23,3.9,3.64,3.37,2.86,2.88,3.02,4.02,3.5,4.09,4.77,3.73
WS10M,1992,47.25,-83.75,2.65,2.87,2.95,2.64,2.65,2.17,2.0,2.11,2.64,2.09,2.53,2.77,2.5
WS10M,1992,47.25,-84.25,3.33,3.43,3.28,2.97,2.92,2.32,2.19,2.35,3.12,2.54,3.17,3.53,2.93
WS10M,1992,47.25,-84.75,4.94,4.71,4.22,3.81,3.7,2.81,2.81,3.11,4.41,3.76,4.74,5.4,4.03
WS10M,1992,47.25,-85.25,6.51,6.02,5.28,4.73,4.58,3.42,3.57,3.98,5.79,5.02,6.31,7.22,5.2
WS10M,1992,47.25,-85.75,7.52,6.95,6.13,5.44,5.26,3.98,4.22,4.68,6.81,5.85,7.33,8.38,6.04
WS10M,1992,47.25,-86.25,7.84,7.34,6.64,5.77,5.59,4.39,4.54,5.02,7.24,6.1,7.67,8.75,6.4
WS10M,1992,47.25,-86.75,7.95,7.46,6.86,5.98,5.59,4.61,4.65,5.07,7.38,6.18,7.79,8.86,6.53
WS10M,1992,47.25,-87.25,7.7,7.21,6.71,5.9,5.3,4.58,4.64,4.98,7.14,6.08,7.6,8.59,6.37
WS10M,1992,47.25,-87.75,7.11,6.63,6.22,5.6,4.93,4.43,4.51,4.76,6.61,5.75,7.07,7.94,5.96
WS10M,1992,47.25,-88.25,6.42,5.96,5.6,5.18,4.56,4.15,4.26,4.42,5.89,5.27,6.37,7.14,5.43
WS10M,1992,47.75,-83.75,2.63,2.73,2.9,2.62,2.74,2.18,2.0,2.14,2.69,2.09,2.46,2.71,2.49
WS10M,1992,47.75,-84.25,2.98,3.11,3.11,2.87,2.93,2.31,2.15,2.29,2.96,2.33,2.83,3.11,2.75
WS10M,1992,47.75,-84.75,3.94,3.91,3.65,3.38,3.32,2.57,2.47,2.67,3.72,3.04,3.77,4.24,3.39
WS10M,1992,47.75,-85.25,5.1,4.88,4.39,4.03,3.88,2.96,2.97,3.25,4.76,3.96,4.94,5.61,4.22
WS10M,1992,47.75,-85.75,6.19,5.85,5.22,4.74,4.56,3.5,3.6,3.94,5.89,4.89,6.08,6.91,5.11
WS10M,1992,47.75,-86.25,7.12,6.77,6.12,5.47,5.29,4.19,4.23,4.66,6.93,5.66,7.01,7.93,5.94
WS10M,1992,47.75,-86.75,7.72,7.32,6.75,5.99,5.64,4.71,4.65,5.09,7.5,6.15,7.64,8.58,6.47
WS10M,1992,47.75,-87.25,7.84,7.42,6.9,6.17,5.6,4.88,4.83,5.22,7.49,6.3,7.85,8.74,6.6
WS10M,1992,47.75,-87.75,7.65,7.22,6.73,6.1,5.37,4.81,4.82,5.14,7.09,6.2,7.74,8.54,6.45
WS10M,1992,47.75,-88.25,7.31,6.86,6.35,5.83,5.04,4.53,4.64,4.9,6.48,5.93,7.42,8.14,6.11
WS10M,1992,48.25,-83.75,2.54,2.54,2.74,2.5,2.72,2.16,1.98,2.13,2.67,2.06,2.38,2.55,2.41
WS10M,1992,48.25,-84.25,2.66,2.7,2.85,2.66,2.88,2.31,2.12,2.26,2.86,2.22,2.52,2.71,2.56
WS10M,1992,48.25,-84.75,2.9,2.88,2.95,2.77,2.94,2.36,2.17,2.33,3.06,2.39,2.74,3.0,2.71
WS10M,1992,48.25,-85.25,3.25,3.17,3.14,2.96,3.08,2.46,2.27,2.46,3.38,2.67,3.11,3.43,2.94
WS10M,1992,48.25,-85.75,4.01,3.86,3.68,3.46,3.51,2.76,2.61,2.86,4.09,3.29,3.89,4.31,3.52
WS10M,1992,48.25,-86.25,5.7,5.43,5.01,4.59,4.54,3.54,3.41,3.87,5.64,4.68,5.54,6.22,4.84
WS10M,1992,48.25,-86.75,6.97,6.64,6.06,5.52,5.31,4.3,4.12,4.78,6.9,5.75,6.87,7.67,5.9
WS10M,1992,48.25,-87.25,7.31,6.98,6.34,5.79,5.35,4.47,4.29,4.95,6.99,5.99,7.3,8.08,6.15
WS10M,1992,48.25,-87.75,7.17,6.83,6.18,5.64,5.03,4.26,4.16,4.73,6.48,5.78,7.22,7.91,5.94
WS10M,1992,48.25,-88.25,6.69,6.35,5.7,5.2,4.53,3.81,3.85,4.3,5.69,5.31,6.74,7.33,5.45
WS10M,1993,46.25,-83.75,4.73,4.31,3.63,4.03,3.43,3.0,3.32,2.57,3.49,4.13,4.37,4.05,3.75
WS10M,1993,46.25,-84.25,4.92,4.54,3.8,4.06,3.47,3.08,3.35,2.6,3.7,4.32,4.47,4.25,3.88
WS10M,1993,46.25,-84.75,5.01,4.65,3.85,3.92,3.26,2.91,3.14,2.52,3.72,4.37,4.56,4.5,3.86
WS10M,1993,46.25,-85.25,4.97,4.71,3.86,3.91,3.15,2.82,3.01,2.52,3.73,4.37,4.59,4.65,3.85
WS10M,1993,46.25,-85.75,4.95,4.85,3.98,4.21,3.33,3.01,3.18,2.73,3.88,4.48,4.67,4.78,4.0
WS10M,1993,46.25,-86.25,5.29,5.27,4.37,4.94,3.91,3.59,3.74,3.22,4.39,4.96,5.09,5.2,4.49
WS10M,1993,46.25,-86.75,4.79,4.84,3.87,4.19,3.05,2.76,2.89,2.62,3.57,4.12,4.45,4.59,3.8
WS10M,1993,46.25,-87.25,4.18,4.19,3.39,3.63,2.63,2.37,2.46,2.23,2.97,3.45,3.76,3.92,3.26
WS10M,1993,46.25,-87.75,3.7,3.62,3.02,3.26,2.43,2.22,2.23,2.0,2.58,2.98,3.21,3.38,2.88
WS10M,1993,46.25,-88.25,3.46,3.3,2.8,3.04,2.34,2.17,2.13,1.87,2.36,2.73,2.9,3.07,2.68
